Country,Date,total_cases,total_deaths,Gold Price per tr oz,Silver Price per tr oz,Exchange to USD,BIT_price,ETH_price,Stock_Price,Stock Index,ad_Gold_Price,ad_Silver_Price
Italy,2020-03-23,59138.0,5476.0,1417.7,12.38,1.0759999999999998,6455.454688251501,133.5701413598,15560.0,FTSE MIB,1317.565055762082,11.505576208178441
Japan,2020-03-23,1089.0,41.0,169860.9,1471.22,111.36,6455.454688251501,133.5701413598,16887.779297,Nikkei,1525.3313577586207,13.211386494252874
China,2020-03-23,81484.0,3274.0,10858.7,93.97,7.09,6455.454688251501,133.5701413598,2660.169922,SSE,1531.5514809590975,13.253878702397744
India,2020-03-23,439.0,7.0,116878.0,1012.33,76.29,6455.454688251501,133.5701413598,7610.25,NSE,1532.0225455498753,13.269497968278936
United Kingdom,2020-03-23,8934.0,288.0,1327.5,11.4979,1.1492,6455.454688251501,133.5701413598,4993.89,FTSE 100,1155.1514096762965,10.005134006265228
Brazil,2020-03-24,1891.0,34.0,8085.03,72.77,5.0731,6784.3180114254,140.1136998719,69729.0,BOVESPA,1593.7060180165972,14.344286530917978
United States,2020-03-24,46442.0,590.0,1605.8,14.29,1.0,6784.3180114254,140.1136998719,7417.859863,NASDAQ,1605.8,14.29
Germany,2020-03-24,29212.0,126.0,1487.3,13.25,1.0794,6784.3180114254,140.1136998719,9700.570313,DAX,1377.8951269223644,12.275338150824533
France,2020-03-24,19856.0,860.0,1487.3,13.25,1.0794,6784.3180114254,140.1136998719,4242.700195,CAC 40,1377.8951269223644,12.275338150824533
Canada,2020-03-24,1646.0,24.0,2325.1,20.68,1.4480000000000002,6784.3180114254,140.1136998719,12571.099609,S&P/TSX,1605.7320441988948,14.281767955801103
Italy,2020-03-24,63927.0,6077.0,1487.3,13.25,1.0794,6784.3180114254,140.1136998719,16949.0,FTSE MIB,1377.8951269223644,12.275338150824533
Japan,2020-03-24,1128.0,42.0,179017.0,1587.04,111.44,6784.3180114254,140.1136998719,18092.349609,Nikkei,1606.3980617372576,14.241206030150753
China,2020-03-24,81553.0,3281.0,11363.9,100.95,7.061,6784.3180114254,140.1136998719,2722.437988,SSE,1609.3896048718311,14.296841807109475
India,2020-03-24,492.0,9.0,121876.4,1083.05,76.37,6784.3180114254,140.1136998719,7801.049805,NSE,1595.8674872332065,14.181615817729474
United Kingdom,2020-03-24,10312.0,364.0,1362.9,12.1615,1.1784,6784.3180114254,140.1136998719,5446.01,FTSE 100,1156.5682281059064,10.320349626612357
Brazil,2020-03-25,2201.0,46.0,8217.95,72.72,5.0589,6706.9850891337,136.24966194790002,74956.0,BOVESPA,1624.4539326731108,14.374666429460948
United States,2020-03-25,55231.0,801.0,1605.5,14.455,1.0,6706.9850891337,136.24966194790002,7384.299805,NASDAQ,1605.5,14.455
Germany,2020-03-25,31554.0,149.0,1482.1,13.29,1.0835,6706.9850891337,136.24966194790002,9874.259766,DAX,1367.881864328565,12.265805260729119
France,2020-03-25,22302.0,1100.0,1482.1,13.29,1.0835,6706.9850891337,136.24966194790002,4432.299805,CAC 40,1367.881864328565,12.265805260729119
Canada,2020-03-25,1959.0,27.0,2301.5,20.53,1.4333,6706.9850891337,136.24966194790002,13139.200195,S&P/TSX,1605.7350170934208,14.323588920672574
Italy,2020-03-25,69176.0,6820.0,1482.1,13.29,1.0835,6706.9850891337,136.24966194790002,17244.0,FTSE MIB,1367.881864328565,12.265805260729119
Japan,2020-03-25,1193.0,43.0,178903.3,1601.9,111.43,6706.9850891337,136.24966194790002,19546.630859,Nikkei,1605.5218522839448,14.375841335367495
China,2020-03-25,81631.0,3285.0,11399.0,102.7,7.1099,6706.9850891337,136.24966194790002,2781.591064,SSE,1603.2574297810097,14.444647604045064
India,2020-03-25,562.0,9.0,121853.6,1090.61,76.36,6706.9850891337,136.24966194790002,8317.849609,NSE,1595.7778941854374,14.282477737035096
United Kingdom,2020-03-25,12650.0,512.0,1365.2,12.1728,1.1763,6706.9850891337,136.24966194790002,5688.2,FTSE 100,1160.5882853013688,10.348380515174702
Brazil,2020-03-26,2433.0,57.0,8077.32,72.38,4.9972,6721.4953923809,136.6194963443,77710.0,BOVESPA,1616.3691667333705,14.48411110221724
United States,2020-03-26,69194.0,1050.0,1634.8,14.405,1.0,6721.4953923809,136.6194963443,7797.540039,NASDAQ,1634.8,14.405
Germany,2020-03-26,36508.0,198.0,1483.0,13.06,1.1025,6721.4953923809,136.6194963443,10000.959961,DAX,1345.124716553288,11.845804988662131
France,2020-03-26,25233.0,1331.0,1483.0,13.06,1.1025,6721.4953923809,136.6194963443,4543.580078,CAC 40,1345.124716553288,11.845804988662131
Canada,2020-03-26,3385.0,35.0,2296.4,20.19,1.4045,6721.4953923809,136.6194963443,13371.200195,S&P/TSX,1635.0302598789604,14.375222499110004
Italy,2020-03-26,74386.0,7505.0,1483.0,13.06,1.1025,6721.4953923809,136.6194963443,17369.0,FTSE MIB,1345.124716553288,11.845804988662131
Japan,2020-03-26,1268.0,45.0,178969.8,1573.13,109.45,6721.4953923809,136.6194963443,18664.599609,Nikkei,1635.1740520785745,14.373047053449064
China,2020-03-26,81733.0,3291.0,11598.9,101.84,7.0709,6721.4953923809,136.6194963443,2764.910889,SSE,1640.3710984457423,14.402692726527034
India,2020-03-26,649.0,13.0,122855.2,1073.39,74.89,6721.4953923809,136.6194963443,8641.450195,NSE,1640.475363867005,14.332888236079585
United Kingdom,2020-03-26,15025.0,703.0,1347.1,11.8046,1.214,6721.4953923809,136.6194963443,5815.73,FTSE 100,1109.637561779242,9.723723228995059
Brazil,2020-03-27,2915.0,77.0,8168.01,73.79,5.1113,6682.7800491951,137.3184524143,73429.0,BOVESPA,1598.0298554183867,14.43664038502925
United States,2020-03-27,85991.0,1296.0,1617.3,14.485,1.0,6682.7800491951,137.3184524143,7502.379883,NASDAQ,1617.3,14.485
Germany,2020-03-27,42288.0,253.0,1462.6,13.01,1.1059,6682.7800491951,137.3184524143,9632.519531,DAX,1322.5427253820417,11.764173975947191
France,2020-03-27,29155.0,1696.0,1462.6,13.01,1.1059,6682.7800491951,137.3184524143,4351.490234000001,CAC 40,1322.5427253820417,11.764173975947191
Canada,2020-03-27,4018.0,39.0,2276.6,20.26,1.4075,6682.7800491951,137.3184524143,12687.700195,S&P/TSX,1617.4777975133215,14.394316163410304
Italy,2020-03-27,80539.0,8165.0,1462.6,13.01,1.1059,6682.7800491951,137.3184524143,16823.0,FTSE MIB,1322.5427253820417,11.764173975947191
Japan,2020-03-27,1364.0,46.0,174975.7,1558.84,108.16,6682.7800491951,137.3184524143,19389.429688,Nikkei,1617.748705621302,14.412352071005916
China,2020-03-27,81827.0,3296.0,11467.1,102.69,7.0942,6682.7800491951,137.3184524143,2772.202881,SSE,1616.4049505229625,14.475205097121592
India,2020-03-27,724.0,17.0,121046.8,1080.62,75.47,6682.7800491951,137.3184524143,8660.25,NSE,1603.9061878892276,14.318537167086259
United Kingdom,2020-03-27,17717.0,884.0,1309.1,11.6355,1.236,6682.7800491951,137.3184524143,5510.33,FTSE 100,1059.1423948220065,9.41383495145631
Brazil,2020-03-28,3417.0,92.0,8280.66,73.79,5.1113,6229.4883428258,131.2719316892,73429.0,BOVESPA,1620.069258310019,14.43664038502925
United States,2020-03-28,104686.0,1707.0,1617.3,14.485,1.0,6229.4883428258,131.2719316892,7502.379883,NASDAQ,1617.3,14.485
Germany,2020-03-28,48582.0,325.0,1462.6,13.01,1.1059,6229.4883428258,131.2719316892,9632.519531,DAX,1322.5427253820417,11.764173975947191
France,2020-03-28,32964.0,1995.0,1462.6,13.01,1.1059,6229.4883428258,131.2719316892,4351.490234000001,CAC 40,1322.5427253820417,11.764173975947191
Canada,2020-03-28,4675.0,53.0,2276.6,20.26,1.4075,6229.4883428258,131.2719316892,12687.700195,S&P/TSX,1617.4777975133215,14.394316163410304
Italy,2020-03-28,86498.0,9136.0,1462.6,13.01,1.1059,6229.4883428258,131.2719316892,16823.0,FTSE MIB,1322.5427253820417,11.764173975947191
Japan,2020-03-28,1499.0,49.0,174975.7,1558.84,108.16,6229.4883428258,131.2719316892,19389.429688,Nikkei,1617.748705621302,14.412352071005916
China,2020-03-28,81946.0,3299.0,11467.1,102.69,7.0942,6229.4883428258,131.2719316892,2772.202881,SSE,1616.4049505229625,14.475205097121592
India,2020-03-28,873.0,19.0,121046.8,1080.62,75.47,6229.4883428258,131.2719316892,8660.25,NSE,1603.9061878892276,14.318537167086259
United Kingdom,2020-03-28,20804.0,1172.0,1309.1,11.6355,1.236,6229.4883428258,131.2719316892,5510.33,FTSE 100,1059.1423948220065,9.41383495145631
Brazil,2020-03-29,3904.0,114.0,8280.66,73.79,5.1113,5922.4898350923995,125.7283385468,73429.0,BOVESPA,1620.069258310019,14.43664038502925
United States,2020-03-29,124665.0,2191.0,1617.3,14.485,1.0,5922.4898350923995,125.7283385468,7502.379883,NASDAQ,1617.3,14.485
Germany,2020-03-29,52547.0,389.0,1462.6,13.01,1.1059,5922.4898350923995,125.7283385468,9632.519531,DAX,1322.5427253820417,11.764173975947191
France,2020-03-29,37575.0,2314.0,1462.6,13.01,1.1059,5922.4898350923995,125.7283385468,4351.490234000001,CAC 40,1322.5427253820417,11.764173975947191
Canada,2020-03-29,5386.0,60.0,2276.6,20.26,1.4075,5922.4898350923995,125.7283385468,12687.700195,S&P/TSX,1617.4777975133215,14.394316163410304
Italy,2020-03-29,92472.0,10023.0,1462.6,13.01,1.1059,5922.4898350923995,125.7283385468,16823.0,FTSE MIB,1322.5427253820417,11.764173975947191
Japan,2020-03-29,1693.0,52.0,174975.7,1558.84,108.16,5922.4898350923995,125.7283385468,19389.429688,Nikkei,1617.748705621302,14.412352071005916
China,2020-03-29,82059.0,3304.0,11467.1,102.69,7.0942,5922.4898350923995,125.7283385468,2772.202881,SSE,1616.4049505229625,14.475205097121592
India,2020-03-29,979.0,25.0,121046.8,1080.62,75.47,5922.4898350923995,125.7283385468,8660.25,NSE,1603.9061878892276,14.318537167086259
United Kingdom,2020-03-29,24001.0,1464.0,1309.1,11.6355,1.236,5922.4898350923995,125.7283385468,5510.33,FTSE 100,1059.1423948220065,9.41383495145631
Brazil,2020-03-30,4256.0,136.0,8244.68,72.94,5.1593,6483.7394455297,133.7604753284,74640.0,BOVESPA,1598.0229876145988,14.137576803054678
United States,2020-03-30,143025.0,2509.0,1618.3,14.135,1.0,6483.7394455297,133.7604753284,7774.149901999999,NASDAQ,1618.3,14.135
Germany,2020-03-30,57298.0,455.0,1467.3,12.73,1.1018,6483.7394455297,133.7604753284,9815.969727,DAX,1331.7298965329462,11.553821020148849
France,2020-03-30,40174.0,2606.0,1467.3,12.73,1.1018,6483.7394455297,133.7604753284,4378.509765999999,CAC 40,1331.7298965329462,11.553821020148849
Canada,2020-03-30,6255.0,61.0,2292.3,19.93,1.4169,6483.7394455297,133.7604753284,13038.5,S&P/TSX,1617.827651916155,14.065918554591008
Italy,2020-03-30,97689.0,10781.0,1467.3,12.73,1.1018,6483.7394455297,133.7604753284,16872.0,FTSE MIB,1331.7298965329462,11.553821020148849
Japan,2020-03-30,1866.0,54.0,174914.0,1512.02,108.06,6483.7394455297,133.7604753284,19084.970703,Nikkei,1618.6748102905792,13.99241162317231
China,2020-03-30,82157.0,3306.0,11483.8,99.73,7.0986,6483.7394455297,133.7604753284,2747.214111,SSE,1617.7556137829993,14.04924914771927
India,2020-03-30,1071.0,29.0,122375.8,1057.15,75.33,6483.7394455297,133.7604753284,8281.099609,NSE,1624.5294039559274,14.03358555688305
United Kingdom,2020-03-30,26823.0,1676.0,1303.8,11.3263,1.2392,6483.7394455297,133.7604753284,5563.74,FTSE 100,1052.130406714009,9.14000968366688
Brazil,2020-03-31,4579.0,159.0,8382.67,72.77,5.1855,6446.4213468415,133.8929305752,73020.0,BOVESPA,1616.5596374505833,14.03336226014849
United States,2020-03-31,164620.0,3170.0,1609.0,13.995,1.0,6446.4213468415,133.8929305752,7700.100098000001,NASDAQ,1609.0,13.995
Germany,2020-03-31,61913.0,583.0,1466.4,12.67,1.1016,6446.4213468415,133.8929305752,9935.839844,DAX,1331.1546840958608,11.501452432824983
France,2020-03-31,44550.0,3024.0,1466.4,12.67,1.1016,6446.4213468415,133.8929305752,4396.120117,CAC 40,1331.1546840958608,11.501452432824983
Canada,2020-03-31,7424.0,89.0,2290.1,19.66,1.4123,6446.4213468415,133.8929305752,13378.799805,S&P/TSX,1621.5393330029028,13.920555122849253
Italy,2020-03-31,101739.0,11591.0,1466.4,12.67,1.1016,6446.4213468415,133.8929305752,17051.0,FTSE MIB,1331.1546840958608,11.501452432824983
Japan,2020-03-31,1953.0,56.0,173694.2,1500.11,107.53,6446.4213468415,133.8929305752,18917.009766,Nikkei,1615.309216032735,13.950618432065468
China,2020-03-31,82241.0,3309.0,11412.4,98.99,7.0808,6446.4213468415,133.8929305752,2750.295898,SSE,1611.7387865777878,13.98005875042368
India,2020-03-31,1251.0,32.0,121719.1,1051.57,75.39,6446.4213468415,133.8929305752,8597.75,NSE,1614.5257991776098,13.948401644780473
United Kingdom,2020-03-31,29681.0,2050.0,1297.6,11.2565,1.2454,6446.4213468415,133.8929305752,5671.96,FTSE 100,1041.9142444194636,9.038461538461538
Brazil,2020-04-01,5717.0,201.0,8263.03,73.41,5.2494,6537.3364615033,133.652561146,70967.0,BOVESPA,1574.0903722330174,13.98445536632758
United States,2020-04-01,189618.0,4079.0,1576.6,14.025,1.0,6537.3364615033,133.652561146,7360.580078,NASDAQ,1576.6,14.025
Germany,2020-04-01,67366.0,732.0,1443.2,12.75,1.0934,6537.3364615033,133.652561146,9544.75,DAX,1319.9195171026158,11.660874336930675
France,2020-04-01,52128.0,3523.0,1443.2,12.75,1.0934,6537.3364615033,133.652561146,4207.240234000001,CAC 40,1319.9195171026158,11.660874336930675
Canada,2020-04-01,8536.0,96.0,2240.1,19.83,1.4222,6537.3364615033,133.652561146,12876.400391,S&P/TSX,1575.0949233581775,13.943186612290816
Italy,2020-04-01,105792.0,12430.0,1443.2,12.75,1.0934,6537.3364615033,133.652561146,16545.0,FTSE MIB,1319.9195171026158,11.660874336930675
Japan,2020-04-01,1953.0,56.0,168872.2,1493.89,107.05,6537.3364615033,133.652561146,18065.410156,Nikkei,1577.507706679122,13.955067725361982
China,2020-04-01,82295.0,3310.0,11202.7,99.16,7.0989,6537.3364615033,133.652561146,2734.521973,SSE,1578.089563171759,13.968361295411963
India,2020-04-01,1397.0,35.0,119268.0,1067.52,76.4,6537.3364615033,133.652561146,8253.799805,NSE,1561.0994764397904,13.972774869109946
United Kingdom,2020-04-01,33954.0,2453.0,1268.9,11.2902,1.2394,6537.3364615033,133.652561146,5454.57,FTSE 100,1023.8018395998064,9.109407777957076
Brazil,2020-04-02,6836.0,241.0,8321.9,76.15,5.2649,6850.558711690601,142.5059265378,72253.0,BOVESPA,1580.637808885259,14.463712511158807
United States,2020-04-02,216721.0,5138.0,1616.8,14.525,1.0,6850.558711690601,142.5059265378,7487.310059,NASDAQ,1616.8,14.525
Germany,2020-04-02,73522.0,872.0,1488.3,13.33,1.0862,6850.558711690601,142.5059265378,9570.820313,DAX,1370.1896519977904,12.272141410421654
France,2020-04-02,56989.0,4032.0,1488.3,13.33,1.0862,6850.558711690601,142.5059265378,4220.959961,CAC 40,1370.1896519977904,12.272141410421654
Canada,2020-04-02,9595.0,109.0,2283.2,20.46,1.411,6850.558711690601,142.5059265378,13097.799805,S&P/TSX,1618.143160878809,14.500354358610915
Italy,2020-04-02,110574.0,13157.0,1488.3,13.33,1.0862,6850.558711690601,142.5059265378,16834.0,FTSE MIB,1370.1896519977904,12.272141410421654
Japan,2020-04-02,2178.0,57.0,174574.0,1559.64,107.85,6850.558711690601,142.5059265378,17818.720703,Nikkei,1618.674084376449,14.461196105702365
China,2020-04-02,82395.0,3316.0,11476.1,102.61,7.0857,6850.558711690601,142.5059265378,2780.637939,SSE,1619.614152447888,14.481279196127412
India,2020-04-02,1965.0,50.0,122312.9,1101.33,76.34,6850.558711690601,142.5059265378,8253.799805,NSE,1602.2124705265915,14.426643961226093
United Kingdom,2020-04-02,38468.0,3125.0,1306.1,11.6762,1.238,6850.558711690601,142.5059265378,5480.22,FTSE 100,1055.0080775444264,9.431502423263328
Brazil,2020-04-03,7910.0,299.0,8475.81,76.93,5.3129,6776.370093566,141.9206657029,69538.0,BOVESPA,1595.3264695364112,14.479850928871238
United States,2020-04-03,245540.0,6053.0,1613.1,14.415,1.0,6776.370093566,141.9206657029,7373.080078,NASDAQ,1613.1,14.415
Germany,2020-04-03,79696.0,1017.0,1493.8,13.33,1.0797,6776.370093566,141.9206657029,9525.769531,DAX,1383.532462721126,12.346022043160136
France,2020-04-03,59105.0,4503.0,1493.8,13.33,1.0797,6776.370093566,141.9206657029,4154.580078,CAC 40,1383.532462721126,12.346022043160136
Canada,2020-04-03,11268.0,138.0,2274.9,20.46,1.4132,6776.370093566,141.9206657029,12938.299805,S&P/TSX,1609.7509198981036,14.47778092272856
Italy,2020-04-03,115242.0,13917.0,1493.8,13.33,1.0797,6776.370093566,141.9206657029,16384.0,FTSE MIB,1383.532462721126,12.346022043160136
Japan,2020-04-03,2617.0,63.0,175029.4,1556.7,108.53,6776.370093566,141.9206657029,17820.189453,Nikkei,1612.7282778955127,14.343499493227679
China,2020-04-03,82465.0,3326.0,11437.4,102.04,7.0908,6776.370093566,141.9206657029,2763.987061,SSE,1612.9914819202347,14.3904778022226
India,2020-04-03,2301.0,56.0,122869.8,1097.92,76.24,6776.370093566,141.9206657029,8083.799805,NSE,1611.6185729275971,14.40083945435467
United Kingdom,2020-04-03,43381.0,3782.0,1315.9,11.7477,1.2228,6776.370093566,141.9206657029,5415.5,FTSE 100,1076.1367353614655,9.607212953876349
Brazil,2020-04-04,9056.0,359.0,8658.38,76.93,5.3129,6855.9332644576,144.1399041259,69538.0,BOVESPA,1629.6899998117788,14.479850928871238
United States,2020-04-04,277965.0,7157.0,1613.1,14.415,1.0,6855.9332644576,144.1399041259,7373.080078,NASDAQ,1613.1,14.415
Germany,2020-04-04,85778.0,1158.0,1493.8,13.33,1.0797,6855.9332644576,144.1399041259,9525.769531,DAX,1383.532462721126,12.346022043160136
France,2020-04-04,64338.0,6507.0,1493.8,13.33,1.0797,6855.9332644576,144.1399041259,4154.580078,CAC 40,1383.532462721126,12.346022043160136
Canada,2020-04-04,12519.0,187.0,2274.9,20.46,1.4132,6855.9332644576,144.1399041259,12938.299805,S&P/TSX,1609.7509198981036,14.47778092272856
Italy,2020-04-04,119827.0,14681.0,1493.8,13.33,1.0797,6855.9332644576,144.1399041259,16384.0,FTSE MIB,1383.532462721126,12.346022043160136
Japan,2020-04-04,2935.0,69.0,175029.4,1556.7,108.53,6855.9332644576,144.1399041259,17820.189453,Nikkei,1612.7282778955127,14.343499493227679
China,2020-04-04,82527.0,3330.0,11437.4,102.04,7.0908,6855.9332644576,144.1399041259,2763.987061,SSE,1612.9914819202347,14.3904778022226
India,2020-04-04,2902.0,68.0,122869.8,1097.92,76.24,6855.9332644576,144.1399041259,8083.799805,NSE,1611.6185729275971,14.40083945435467
United Kingdom,2020-04-04,48249.0,4518.0,1315.9,11.7477,1.2228,6855.9332644576,144.1399041259,5415.5,FTSE 100,1076.1367353614655,9.607212953876349
Brazil,2020-04-05,10278.0,432.0,8658.38,76.93,5.3129,6805.3622868989005,143.4993181165,69538.0,BOVESPA,1629.6899998117788,14.479850928871238
United States,2020-04-05,312237.0,8501.0,1613.1,14.415,1.0,6805.3622868989005,143.4993181165,7373.080078,NASDAQ,1613.1,14.415
Germany,2020-04-05,91714.0,1342.0,1493.8,13.33,1.0797,6805.3622868989005,143.4993181165,9525.769531,DAX,1383.532462721126,12.346022043160136
France,2020-04-05,68605.0,7560.0,1493.8,13.33,1.0797,6805.3622868989005,143.4993181165,4154.580078,CAC 40,1383.532462721126,12.346022043160136
Canada,2020-04-05,13882.0,231.0,2274.9,20.46,1.4132,6805.3622868989005,143.4993181165,12938.299805,S&P/TSX,1609.7509198981036,14.47778092272856
Italy,2020-04-05,124632.0,15362.0,1493.8,13.33,1.0797,6805.3622868989005,143.4993181165,16384.0,FTSE MIB,1383.532462721126,12.346022043160136
Japan,2020-04-05,3271.0,70.0,175029.4,1556.7,108.53,6805.3622868989005,143.4993181165,17820.189453,Nikkei,1612.7282778955127,14.343499493227679
China,2020-04-05,82575.0,3333.0,11437.4,102.04,7.0908,6805.3622868989005,143.4993181165,2763.987061,SSE,1612.9914819202347,14.3904778022226
India,2020-04-05,3374.0,77.0,122869.8,1097.92,76.24,6805.3622868989005,143.4993181165,8083.799805,NSE,1611.6185729275971,14.40083945435467
United Kingdom,2020-04-05,53160.0,5274.0,1315.9,11.7477,1.2228,6805.3622868989005,143.4993181165,5415.5,FTSE 100,1076.1367353614655,9.607212953876349
Brazil,2020-04-06,11130.0,486.0,8658.41,79.27,5.2342,7278.243969765799,165.9462413993,74073.0,BOVESPA,1654.1993045737647,15.144625730770699
United States,2020-04-06,337635.0,9647.0,1648.3,15.005,1.0,7278.243969765799,165.9462413993,7913.240234000001,NASDAQ,1648.3,15.005
Germany,2020-04-06,95391.0,1434.0,1528.5,13.91,1.0808,7278.243969765799,165.9462413993,10075.169922,DAX,1414.2301998519615,12.870096225018505
France,2020-04-06,70478.0,8078.0,1528.5,13.91,1.0808,7278.243969765799,165.9462413993,4346.1401369999985,CAC 40,1414.2301998519615,12.870096225018505
Canada,2020-04-06,15496.0,280.0,2331.2,21.18,1.4125,7278.243969765799,165.9462413993,13592.700195,S&P/TSX,1650.4070796460176,14.994690265486724
Italy,2020-04-06,128948.0,15889.0,1528.5,13.91,1.0808,7278.243969765799,165.9462413993,17039.0,FTSE MIB,1414.2301998519615,12.870096225018505
Japan,2020-04-06,3654.0,73.0,179879.0,1635.31,109.11,7278.243969765799,165.9462413993,18576.300781,Nikkei,1648.6023279259464,14.987718815873889
China,2020-04-06,82642.0,3335.0,11686.9,106.46,7.0895,7278.243969765799,165.9462413993,2763.987061,SSE,1648.4801466958177,15.016573806333309
India,2020-04-06,4067.0,109.0,125551.0,1138.0,75.95,7278.243969765799,165.9462413993,8083.799805,NSE,1653.0743910467413,14.983541803818301
United Kingdom,2020-04-06,57180.0,5873.0,1345.0,12.2746,1.2298,7278.243969765799,165.9462413993,5582.39,FTSE 100,1093.6737680923727,9.980972515856237
Brazil,2020-04-07,12056.0,553.0,8770.25,78.6,5.2319,7175.6674765579,166.4521496289,76358.0,BOVESPA,1676.303063896481,15.023222920927385
United States,2020-04-07,368196.0,10989.0,1649.3,15.028,1.0,7175.6674765579,166.4521496289,7887.259765999999,NASDAQ,1649.3,15.028
Germany,2020-04-07,99225.0,1607.0,1515.6,13.79,1.0886,7175.6674765579,166.4521496289,10356.700195,DAX,1392.2469226529486,12.667646518464082
France,2020-04-07,74390.0,8911.0,1515.6,13.79,1.0886,7175.6674765579,166.4521496289,4438.27002,CAC 40,1392.2469226529486,12.667646518464082
Canada,2020-04-07,16653.0,323.0,2311.0,21.02,1.3971,7175.6674765579,166.4521496289,13614.099609,S&P/TSX,1654.1407200629876,15.045451291961921
Italy,2020-04-07,132547.0,16525.0,1515.6,13.79,1.0886,7175.6674765579,166.4521496289,17412.0,FTSE MIB,1392.2469226529486,12.667646518464082
Japan,2020-04-07,3906.0,80.0,179760.0,1630.76,108.97,7175.6674765579,166.4521496289,18950.179688,Nikkei,1649.6283380746995,14.965219785261999
China,2020-04-07,82698.0,3335.0,11635.5,105.96,7.0448,7175.6674765579,166.4521496289,2820.762939,SSE,1651.6437656143537,15.040881217351805
India,2020-04-07,4421.0,114.0,124732.8,1134.84,75.64,7175.6674765579,166.4521496289,8792.200195,NSE,1649.032258064516,15.003172924378635
United Kingdom,2020-04-07,60772.0,6440.0,1340.3,12.1802,1.2343,7175.6674765579,166.4521496289,5704.45,FTSE 100,1085.8786356639391,9.86810337843312
Brazil,2020-04-08,13717.0,667.0,8615.86,76.62,5.1701,7367.293398450201,172.8180918913,78625.0,BOVESPA,1666.478404673024,14.819829403686585
United States,2020-04-08,398809.0,12895.0,1647.8,15.1,1.0,7367.293398450201,172.8180918913,8090.899901999999,NASDAQ,1647.8,15.1
Germany,2020-04-08,103228.0,1861.0,1516.8,13.8,1.0864,7367.293398450201,172.8180918913,10332.889648,DAX,1396.1708394698085,12.702503681885126
France,2020-04-08,78167.0,10328.0,1516.8,13.8,1.0864,7367.293398450201,172.8180918913,4442.75,CAC 40,1396.1708394698085,12.702503681885126
Canada,2020-04-08,17883.0,380.0,2316.5,21.0,1.4015,7367.293398450201,172.8180918913,13925.700195,S&P/TSX,1652.8719229397075,14.983945772386729
Italy,2020-04-08,135586.0,17129.0,1516.8,13.8,1.0864,7367.293398450201,172.8180918913,17381.0,FTSE MIB,1396.1708394698085,12.702503681885126
Japan,2020-04-08,4257.0,81.0,179190.0,1624.62,108.7,7367.293398450201,172.8180918913,19353.240234,Nikkei,1648.4820607175714,14.945906163753449
China,2020-04-08,82784.0,3337.0,11647.0,105.71,7.0649,7367.293398450201,172.8180918913,2815.368896,SSE,1648.5725204886128,14.962702939885915
India,2020-04-08,5194.0,149.0,125784.8,1133.93,75.96,7367.293398450201,172.8180918913,8748.75,NSE,1655.934702474987,14.92798841495524
United Kingdom,2020-04-08,66054.0,7545.0,1330.8,12.0974,1.2394,7367.293398450201,172.8180918913,5677.73,FTSE 100,1073.745360658383,9.760690656769404
Brazil,2020-04-09,15927.0,800.0,8448.51,78.49,5.0708,7321.8166138877,170.898713977,77682.0,BOVESPA,1666.1098840419656,15.47881991007336
United States,2020-04-09,432132.0,14817.0,1680.7,15.475,1.0,7321.8166138877,170.898713977,8153.580078,NASDAQ,1680.7,15.475
Germany,2020-04-09,108202.0,2107.0,1536.5,14.12,1.0931,7321.8166138877,170.898713977,10564.740234,DAX,1405.6353490074102,12.91739090659592
France,2020-04-09,82048.0,10869.0,1536.5,14.12,1.0931,7321.8166138877,170.898713977,4506.850098,CAC 40,1405.6353490074102,12.91739090659592
Canada,2020-04-09,19274.0,435.0,2345.6,21.57,1.3980000000000001,7321.8166138877,170.898713977,14166.599609,S&P/TSX,1677.8254649499283,15.429184549356222
Italy,2020-04-09,139422.0,17669.0,1536.5,14.12,1.0931,7321.8166138877,170.898713977,17622.0,FTSE MIB,1405.6353490074102,12.91739090659592
Japan,2020-04-09,4768.0,85.0,182358.9,1664.14,108.38,7321.8166138877,170.898713977,19345.769531,Nikkei,1682.5881158885404,15.354677984868058
China,2020-04-09,82870.0,3339.0,11863.0,108.3,7.0428,7321.8166138877,170.898713977,2825.904053,SSE,1684.4152893735447,15.377406713239052
India,2020-04-09,5734.0,166.0,128221.0,1164.38,76.3,7321.8166138877,170.898713977,9111.900391,NSE,1680.4849279161206,15.2605504587156
United Kingdom,2020-04-09,71504.0,8575.0,1347.9,12.3906,1.2458,7321.8166138877,170.898713977,5842.66,FTSE 100,1081.9553700433457,9.945898218012521
Brazil,2020-04-10,17857.0,941.0,8669.64,76.85,5.1063,6866.3981890103005,158.3075978475,77682.0,BOVESPA,1697.8320897714586,15.0500362297554
United States,2020-04-10,466033.0,16690.0,1680.7,15.44,1.0,6866.3981890103005,158.3075978475,8153.580078,NASDAQ,1680.7,15.44
Germany,2020-04-10,113525.0,2373.0,1536.5,14.12,1.0951,6866.3981890103005,158.3075978475,10564.740234,DAX,1403.0682129485892,12.893799652999725
France,2020-04-10,86334.0,12210.0,1536.5,14.12,1.0951,6866.3981890103005,158.3075978475,4506.850098,CAC 40,1403.0682129485892,12.893799652999725
Canada,2020-04-10,20748.0,509.0,2345.6,21.55,1.3967,6866.3981890103005,158.3075978475,14166.599609,S&P/TSX,1679.387126798883,15.429226032791581
